OrderID,Customer,Product,Category,Quantity,Price,OrderDate
185,Jane Smith,Basketball,Sports,6,6866.09,2025-01-24
186,Jane Smith,Coffee Maker,Home,10,4210.14,2024-06-11
187,Jane Smith,Smartphone,Electronics,3,2562.26,2024-08-17
188,John Doe,Vacuum Cleaner,Home,6,2295.07,2023-10-28
189,Sophia Martinez,Laptop,Electronics,1,3784.86,2024-11-21
190,John Doe,Laptop,Electronics,1,8719.26,2023-12-17
191,Liam Miller,Smartphone,Electronics,5,8548.04,2024-03-27
192,Sophia Martinez,T-shirt,Clothing,3,9647.62,2023-10-22
193,Sophia Martinez,Novel,Books,8,8649.84,2025-01-13
194,Jane Smith,Vacuum Cleaner,Home,10,266.3,2024-01-05
195,Alice Johnson,Coffee Maker,Home,10,9134.08,2023-05-22
196,Jane Smith,Cookbook,Books,5,9639.9,2025-04-14
197,Jane Smith,Jeans,Clothing,7,7756.3,2023-05-13
198,Jane Smith,Vacuum Cleaner,Home,10,1121.87,2024-06-28
199,Liam Miller,Coffee Maker,Home,6,5724.68,2024-01-29
200,Chris Lee,T-shirt,Clothing,5,664.49,2025-03-29
201,Olivia Davis,Smartphone,Electronics,2,530.76,2023-05-31
202,Noah Garcia,Coffee Maker,Home,8,4795.04,2023-06-20
203,John Doe,Jeans,Clothing,4,9209.67,2023-05-26
204,John Doe,Cookbook,Books,10,4018.1,2025-01-10
205,Alice Johnson,Vacuum Cleaner,Home,6,6601.61,2023-08-20
206,Olivia Davis,Novel,Books,10,8116.73,2023-07-21
207,Liam Miller,Novel,Books,7,7520.3,2024-05-17
208,John Doe,Jeans,Clothing,8,610.04,2023-06-22
209,Sophia Martinez,Smartphone,Electronics,2,6013.43,2025-03-13
210,John Doe,Vacuum Cleaner,Home,6,505.62,2023-06-03
211,Jane Smith,Vacuum Cleaner,Home,5,4200.92,2024-05-14
212,Mike Brown,T-shirt,Clothing,9,1454.03,2023-07-15
213,Olivia Davis,Novel,Books,6,7299.69,2024-01-21
214,Liam Miller,Football,Sports,4,9838.94,2024-10-22
215,Sophia Martinez,Smartphone,Electronics,9,8917.4,2024-02-18
216,Jane Smith,Laptop,Electronics,6,402.23,2024-09-08
217,John Doe,T-shirt,Clothing,3,7156.04,2024-01-13
218,John Doe,Laptop,Electronics,8,3830.69,2024-04-16
219,Emma Wilson,Novel,Books,6,9378.88,2023-11-11
220,Jane Smith,Jeans,Clothing,10,1442.88,2023-07-03
221,Jane Smith,Coffee Maker,Home,2,5549.03,2023-10-13
222,Jane Smith,Football,Sports,10,8880.53,2024-02-10
223,Emma Wilson,Cookbook,Books,3,7703.9,2023-10-15
224,Mike Brown,Basketball,Sports,2,8286.7,2024-06-13
225,John Doe,Jeans,Clothing,2,5532.1,2024-08-18
226,Mike Brown,Vacuum Cleaner,Home,1,6645.46,2025-01-19
227,Chris Lee,Vacuum Cleaner,Home,3,7218.62,2025-02-13
228,Sophia Martinez,Jeans,Clothing,2,4774.53,2024-02-02
229,Liam Miller,Vacuum Cleaner,Home,4,7659.77,2023-09-02
230,Olivia Davis,Laptop,Electronics,9,2570.53,2024-01-23
231,Chris Lee,Laptop,Electronics,7,5726.67,2023-05-09
232,Noah Garcia,Jeans,Clothing,3,8331.44,2023-11-21
233,Olivia Davis,T-shirt,Clothing,7,2971.62,2023-08-28
234,Mike Brown,Vacuum Cleaner,Home,10,9735.87,2025-04-03
235,Olivia Davis,Smartphone,Electronics,1,966.21,2024-08-24
236,Chris Lee,Laptop,Electronics,5,9505.44,2023-08-24
237,Alice Johnson,Football,Sports,2,3106.56,2023-08-28
238,John Doe,Vacuum Cleaner,Home,1,4774.02,2024-01-11
239,Olivia Davis,Cookbook,Books,4,9221.46,2023-11-25
240,Emma Wilson,T-shirt,Clothing,6,692.28,2025-01-31
241,Noah Garcia,Coffee Maker,Home,9,7877.27,2025-03-18
242,Sophia Martinez,Laptop,Electronics,7,1526.53,2023-10-26
243,Emma Wilson,Coffee Maker,Home,10,4092.73,2025-01-14
244,Olivia Davis,Jeans,Clothing,5,7592.03,2024-10-09
245,Emma Wilson,Cookbook,Books,2,8814.73,2024-09-19
246,Liam Miller,Coffee Maker,Home,2,1126.85,2024-11-24
247,Mike Brown,Football,Sports,8,9139.76,2023-06-13
248,Jane Smith,Vacuum Cleaner,Home,4,5525.46,2024-06-16
249,Olivia Davis,Football,Sports,2,1656.16,2023-11-28
250,Chris Lee,Football,Sports,6,1663.01,2024-04-16
251,Alice Johnson,Novel,Books,6,1225.3,2024-09-10
252,Liam Miller,T-shirt,Clothing,5,2585.48,2024-07-08
253,Noah Garcia,Novel,Books,9,4270.56,2024-01-15
254,Chris Lee,Cookbook,Books,7,2077.39,2023-08-02
255,Mike Brown,Jeans,Clothing,10,9082.81,2023-08-17
256,Emma Wilson,Cookbook,Books,4,2382.23,2024-06-09
257,Liam Miller,Cookbook,Books,7,3974.17,2024-03-04
258,Jane Smith,Novel,Books,6,7150.38,2025-01-23
259,Sophia Martinez,Smartphone,Electronics,2,1188.05,2024-02-21
260,John Doe,Football,Sports,7,3228.36,2023-12-16
261,Emma Wilson,T-shirt,Clothing,3,1288.71,2024-03-24
262,Sophia Martinez,Basketball,Sports,8,7873.29,2025-01-10
263,Emma Wilson,Smartphone,Electronics,10,3871.76,2025-01-17
264,Noah Garcia,Football,Sports,4,420.22,2024-12-07
265,Jane Smith,Cookbook,Books,5,4506.72,2024-04-04
266,Alice Johnson,Jeans,Clothing,6,4344.53,2025-02-04
267,John Doe,Laptop,Electronics,4,7683.35,2023-07-11
268,Noah Garcia,Vacuum Cleaner,Home,8,4830.6,2023-10-12
269,Noah Garcia,Coffee Maker,Home,3,7565.89,2025-04-01
270,Noah Garcia,Basketball,Sports,8,9530.29,2023-10-01
271,Liam Miller,Coffee Maker,Home,8,2862.72,2025-02-22
272,Chris Lee,Laptop,Electronics,8,5362.95,2024-06-14
273,Alice Johnson,Basketball,Sports,5,7534.56,2025-03-18
274,John Doe,Smartphone,Electronics,8,1746.44,2023-08-02
275,Alice Johnson,Coffee Maker,Home,10,8483.96,2025-04-02
276,Jane Smith,Jeans,Clothing,4,2735.4,2025-01-06
277,Chris Lee,Novel,Books,5,878.55,2023-11-17
278,John Doe,Basketball,Sports,3,5758.4,2023-05-22
279,Emma Wilson,Football,Sports,7,2341.36,2025-03-23
280,Sophia Martinez,Cookbook,Books,3,864.62,2023-05-14
281,Noah Garcia,Cookbook,Books,4,2064.12,2023-06-07
282,Jane Smith,T-shirt,Clothing,7,9010.27,2023-05-03
283,Olivia Davis,Football,Sports,10,5514.92,2024-09-26
284,Emma Wilson,T-shirt,Clothing,7,9280.08,2024-05-25
285,Jane Smith,Cookbook,Books,8,6720.64,2024-01-09
286,Sophia Martinez,Smartphone,Electronics,6,1026.87,2025-04-22
287,Mike Brown,Football,Sports,7,4898.26,2023-06-30
288,Alice Johnson,Cookbook,Books,9,3559.71,2024-06-09
289,Alice Johnson,Cookbook,Books,3,9334.43,2024-08-17
290,Jane Smith,Smartphone,Electronics,3,836.85,2025-01-07
291,Alice Johnson,Coffee Maker,Home,1,8147.55,2025-02-20
292,Sophia Martinez,Laptop,Electronics,3,1014.91,2024-08-05
293,Chris Lee,Vacuum Cleaner,Home,4,5815.34,2023-11-19
294,Olivia Davis,T-shirt,Clothing,9,5673.2,2024-03-24
295,Jane Smith,Football,Sports,9,6212.7,2024-08-24
296,Alice Johnson,Vacuum Cleaner,Home,10,6852.67,2023-10-09
297,Emma Wilson,Vacuum Cleaner,Home,5,8824.9,2024-11-22
298,Emma Wilson,Football,Sports,8,9548.92,2023-11-21
299,Liam Miller,T-shirt,Clothing,4,4226.77,2024-12-09
300,Mike Brown,Basketball,Sports,3,7858.64,2023-06-16
301,Mike Brown,Vacuum Cleaner,Home,5,5357.38,2025-02-05
302,Alice Johnson,Smartphone,Electronics,1,6538.38,2024-03-21
303,Emma Wilson,Football,Sports,7,3405.38,2023-08-13
304,Sophia Martinez,Smartphone,Electronics,2,2908.61,2024-01-14
305,Jane Smith,Vacuum Cleaner,Home,5,5514.05,2023-06-23
306,Olivia Davis,Football,Sports,10,5188.88,2023-05-21
307,Jane Smith,T-shirt,Clothing,6,6492.11,2024-07-13
308,Alice Johnson,Football,Sports,9,983.44,2024-04-01
309,Mike Brown,Vacuum Cleaner,Home,10,1385.47,2024-06-25
310,Chris Lee,Laptop,Electronics,3,2778.8,2024-12-11
311,Sophia Martinez,Laptop,Electronics,2,1731.08,2023-05-23
312,Emma Wilson,Novel,Books,5,410.77,2023-12-08
313,Olivia Davis,Vacuum Cleaner,Home,4,8670.79,2024-02-02
314,Emma Wilson,Basketball,Sports,9,6377.93,2023-06-21
315,Noah Garcia,Football,Sports,7,944.39,2023-11-10
316,Liam Miller,Smartphone,Electronics,3,4389.66,2024-09-03
317,Alice Johnson,Coffee Maker,Home,2,6305.19,2024-05-13
318,Liam Miller,Jeans,Clothing,6,9544.22,2025-02-14
319,Noah Garcia,Laptop,Electronics,8,8652.27,2025-04-20
320,John Doe,Basketball,Sports,8,9369.79,2024-07-27
321,Alice Johnson,Novel,Books,9,7587.46,2023-07-22
322,Olivia Davis,Cookbook,Books,5,275.3,2023-11-18
323,Noah Garcia,Vacuum Cleaner,Home,10,8280.12,2023-09-06
324,Liam Miller,Cookbook,Books,1,7840.4,2024-12-01
325,Chris Lee,Basketball,Sports,3,2342.84,2023-06-15
326,Sophia Martinez,Vacuum Cleaner,Home,2,1925.28,2024-04-01
327,Jane Smith,Vacuum Cleaner,Home,7,6812.48,2024-07-11
328,Chris Lee,Coffee Maker,Home,4,6600.12,2024-06-24
329,Mike Brown,T-shirt,Clothing,3,8975.45,2023-12-28
330,Sophia Martinez,Coffee Maker,Home,9,2539.55,2025-04-12
331,Mike Brown,Smartphone,Electronics,3,1090.74,2025-04-14
332,Mike Brown,Jeans,Clothing,7,3774.7,2023-08-29
333,Olivia Davis,Smartphone,Electronics,7,3183.04,2025-03-23
334,Noah Garcia,Football,Sports,3,164.48,2025-01-19
335,Olivia Davis,Coffee Maker,Home,5,6146.76,2024-01-14
336,Alice Johnson,Smartphone,Electronics,3,5851.98,2023-06-27
337,Liam Miller,Cookbook,Books,4,5017.93,2024-07-31
338,Chris Lee,Football,Sports,9,9577.05,2023-06-21
339,Olivia Davis,Novel,Books,3,6937.43,2023-12-25
340,Liam Miller,Jeans,Clothing,5,538.25,2025-01-30
341,Sophia Martinez,Basketball,Sports,10,6395.08,2023-11-26
342,John Doe,Novel,Books,9,8067.53,2024-04-26
343,Chris Lee,Smartphone,Electronics,5,2907.65,2024-11-20
344,Mike Brown,Cookbook,Books,4,3574.48,2024-09-17
345,John Doe,Smartphone,Electronics,7,2398.9,2024-07-10
346,Emma Wilson,Cookbook,Books,6,6150.28,2023-10-03
347,Jane Smith,Football,Sports,8,2514.51,2024-01-19
348,Noah Garcia,Laptop,Electronics,2,3189.52,2024-08-10
349,Chris Lee,Jeans,Clothing,5,2014.9,2023-09-08
350,Jane Smith,Coffee Maker,Home,7,7357.14,2025-03-16
351,Chris Lee,Coffee Maker,Home,7,3818.44,2024-06-09
352,Emma Wilson,Football,Sports,8,7221.46,2023-10-22
353,John Doe,T-shirt,Clothing,4,832.35,2024-11-18
354,Emma Wilson,Laptop,Electronics,10,4049.16,2024-11-21
355,Chris Lee,Novel,Books,5,9833.42,2024-01-10
356,Chris Lee,Novel,Books,2,1343.8,2023-09-06
357,Chris Lee,Coffee Maker,Home,9,7155.84,2023-05-02
358,Noah Garcia,Smartphone,Electronics,9,2129.86,2024-02-09
359,Alice Johnson,Coffee Maker,Home,4,9883.35,2023-04-30
360,Chris Lee,T-shirt,Clothing,3,2545.57,2023-12-08
361,Jane Smith,Coffee Maker,Home,7,2228.75,2024-05-23
362,Olivia Davis,Basketball,Sports,3,4102.94,2024-07-15
363,Alice Johnson,Vacuum Cleaner,Home,5,9514.84,2024-08-16
364,Jane Smith,Smartphone,Electronics,8,7543.46,2023-10-02
365,Mike Brown,Smartphone,Electronics,7,8661.07,2024-02-26
366,Chris Lee,Laptop,Electronics,2,6593.59,2025-03-29
367,Emma Wilson,Basketball,Sports,7,4145.68,2024-11-05
368,Olivia Davis,Laptop,Electronics,3,4522.61,2023-12-03
369,Olivia Davis,Jeans,Clothing,2,3526.72,2023-04-29
370,Noah Garcia,Smartphone,Electronics,9,817.4,2023-06-12
371,Emma Wilson,T-shirt,Clothing,9,2613.18,2023-08-05
372,Emma Wilson,Laptop,Electronics,4,7095.66,2024-08-29
373,Sophia Martinez,Coffee Maker,Home,5,3084.34,2024-08-25
374,Emma Wilson,Novel,Books,8,8458.4,2025-02-13
375,Noah Garcia,Coffee Maker,Home,8,4143.3,2025-02-14
376,Jane Smith,Smartphone,Electronics,2,7980.17,2024-05-23
377,Olivia Davis,T-shirt,Clothing,9,8578.28,2024-06-08
378,John Doe,Jeans,Clothing,1,4137.75,2023-06-12
379,Liam Miller,Novel,Books,8,7266.15,2024-09-24
380,Sophia Martinez,Cookbook,Books,4,4114.13,2025-01-12
381,Mike Brown,Novel,Books,4,8411.35,2023-05-17
382,Noah Garcia,Coffee Maker,Home,5,7915.92,2024-02-06
383,Alice Johnson,Coffee Maker,Home,9,8421.08,2025-04-07
384,John Doe,Basketball,Sports,4,3548.65,2024-07-28
385,Noah Garcia,Jeans,Clothing,6,4953.52,2023-09-29
386,Sophia Martinez,Coffee Maker,Home,8,872.86,2023-08-06
387,Olivia Davis,Cookbook,Books,6,8724.82,2023-07-11
388,Emma Wilson,Laptop,Electronics,2,8047.78,2023-07-17
389,Mike Brown,Novel,Books,1,692.98,2023-08-18
390,Emma Wilson,Laptop,Electronics,4,3039.41,2024-12-29
391,Emma Wilson,Smartphone,Electronics,5,1096.77,2024-07-12
392,Noah Garcia,T-shirt,Clothing,10,561.32,2024-08-04
393,Noah Garcia,Laptop,Electronics,4,1487.63,2023-06-01
394,Liam Miller,Vacuum Cleaner,Home,10,6557.37,2023-04-29
395,John Doe,Coffee Maker,Home,2,9178.67,2024-04-20
396,Emma Wilson,T-shirt,Clothing,4,7091.92,2024-06-15
397,John Doe,Laptop,Electronics,1,599.03,2024-01-24
398,Liam Miller,Coffee Maker,Home,7,1392.16,2023-11-30
399,Olivia Davis,Coffee Maker,Home,7,2638.17,2023-06-06
400,Alice Johnson,Coffee Maker,Home,5,9350.15,2025-04-12
401,Olivia Davis,Basketball,Sports,8,2944.09,2024-02-03
402,Olivia Davis,T-shirt,Clothing,3,6206.93,2023-09-12
403,Sophia Martinez,Smartphone,Electronics,9,4857.99,2024-09-27
404,Chris Lee,Basketball,Sports,4,6171.76,2023-10-04
405,Emma Wilson,Football,Sports,9,955.08,2023-12-23
406,Jane Smith,Coffee Maker,Home,4,357.08,2024-04-21
407,John Doe,Jeans,Clothing,10,1953.44,2024-05-01
408,Liam Miller,Basketball,Sports,2,4692.24,2023-11-19
409,Alice Johnson,Basketball,Sports,6,1177.49,2025-02-06
410,Olivia Davis,Cookbook,Books,7,5863.24,2024-08-02
411,Liam Miller,Vacuum Cleaner,Home,6,620.18,2023-12-20
412,Liam Miller,Jeans,Clothing,9,1275.69,2023-06-19
413,Jane Smith,Novel,Books,7,4558.25,2025-03-20
414,Jane Smith,Smartphone,Electronics,2,5299.75,2023-07-12
415,Noah Garcia,Football,Sports,9,228.93,2024-02-06
416,Sophia Martinez,Basketball,Sports,5,9063.46,2024-11-06
417,Alice Johnson,Cookbook,Books,2,4999.94,2025-04-03
418,Jane Smith,Cookbook,Books,2,6674.75,2023-06-20
